Transaction_ID,Date,Customer_ID,Customer_Age,Gender,City_Area,Product_ID,Product_Name,Product_Category,Quantity,Unit_Price,Discount,Total_Amount,Payment_Method,Purchase_Channel
TXN-00151,2025-07-10,ee56bad3-b659-4619-bc9b-224cf75407b8,41,Male,Dubai Marina,ELE-894,Laptop,Electronics,2,202.45,42.89,362.01,Cash,In-Store
TXN-00152,2025-02-20,60d9deac-0086-4a7f-bf65-61b025141eed,25,Male,Deira,GRO-991,Bread,Groceries,2,287.71,32.55,542.87,Cash,In-Store
TXN-00153,2025-04-17,f5ff1387-95f4-416a-aa56-b9dc0b7020bb,34,Male,Jumeirah,GRO-408,Fruits,Groceries,4,115.41,18.17,443.47,Card,In-Store
TXN-00154,2025-03-06,63d4a989-391e-4751-a48f-4cf8a2b0dc62,26,Male,Al Barsha,CLO-443,Dress,Clothing,2,409.16,20.1,798.22,Card,Online
TXN-00155,2025-05-15,3e68802a-8aa7-4632-8edf-d6fd7c8966b8,54,Male,Jumeirah,CLO-379,Jacket,Clothing,3,42.62,8.91,118.95,Card,Online
TXN-00156,2025-03-11,a474ea10-f8b4-4d65-8803-affbac4d1c3c,23,Male,Deira,GRO-744,Fruits,Groceries,4,18.34,43.49,29.87,Wallet,In-Store
TXN-00157,2025-04-05,a0e91f08-b595-4369-b295-cdac699948d3,52,Female,Dubai Marina,ELE-980,Laptop,Electronics,4,256.06,12.69,1011.55,Wallet,Online
TXN-00158,2025-02-01,dc483662-b275-4e65-acaf-a0d9f9ed532f,60,Male,Dubai Marina,HOM-620,Lamp,Home Decor,1,250.28,44.86,205.42,Wallet,Online
TXN-00159,2025-07-23,451f054a-e272-4c38-a7ce-0c88f8bcab19,42,Female,Deira,GRO-141,Bread,Groceries,3,50.2,8.65,141.95,Wallet,Online
TXN-00160,2025-02-26,47729667-0da8-429d-9e91-bd78948132df,32,Female,Deira,BEA-813,Foundation,Beauty,2,139.02,23.35,254.69,Card,In-Store
TXN-00161,2025-06-02,5b2e0fdc-e2f7-4cd3-adc9-b4ab4f1394ba,46,Male,Deira,GRO-141,Eggs,Groceries,5,242.62,19.9,1193.2,Wallet,Online
TXN-00162,2025-06-25,d664d16e-97a1-4a40-945c-76bf7e40ec02,23,Female,Dubai Marina,HOM-346,Lamp,Home Decor,3,241.3,10.79,713.11,Cash,In-Store
TXN-00163,2025-02-11,13e197e0-a384-424e-8d00-21cf0088e102,33,Female,Jumeirah,BEA-601,Lipstick,Beauty,2,332.02,29.04,635.0,Wallet,Online
TXN-00164,2025-05-03,16d719e7-4e7d-483c-af7a-4d8e5c891da4,58,Female,Deira,CLO-545,Jeans,Clothing,4,388.41,31.86,1521.78,Wallet,In-Store
TXN-00165,2025-01-28,3f3163d7-c1b3-47bb-b7aa-875773c6770d,51,Male,Dubai Marina,GRO-558,Eggs,Groceries,5,464.38,49.7,2272.2,Card,In-Store
TXN-00166,2025-04-04,9bca5322-a489-47df-8492-17e0bb523741,51,Male,Al Barsha,HOM-501,Lamp,Home Decor,1,247.36,20.81,226.55,Cash,In-Store
TXN-00167,2025-07-17,4ad04891-d49f-477a-8d2c-b65840bd87b2,31,Female,Jumeirah,CLO-422,Shoes,Clothing,4,280.21,44.55,1076.29,Wallet,Online
TXN-00168,2025-03-28,a7ae5584-4e0a-4c65-bc7f-3297b69edefa,47,Male,Deira,ELE-305,Tablet,Electronics,4,433.15,39.89,1692.71,Cash,Online
TXN-00169,2025-03-01,5e44ec00-7aba-466a-9d4d-2c70b2b4d415,41,Female,Bur Dubai,BEA-384,Lipstick,Beauty,3,210.74,7.6,624.62,Card,In-Store
TXN-00170,2025-06-21,cd8c46d8-8249-4f56-b69b-58bf180a5672,62,Male,Deira,HOM-710,Rug,Home Decor,2,366.01,21.62,710.4,Cash,Online
TXN-00171,2025-05-01,e7a1461a-043c-426e-8f52-6e3c57206840,27,Female,Dubai Marina,ELE-821,Smartphone,Electronics,1,43.2,24.98,18.22,Wallet,In-Store
TXN-00172,2025-06-29,f7747204-04f7-42bb-ae63-e1c6183acd35,34,Male,Deira,HOM-159,Curtains,Home Decor,4,119.13,12.55,463.97,Wallet,Online
TXN-00173,2025-02-25,7cf752c7-ca20-4721-867e-e11c532dbb32,18,Male,Al Barsha,HOM-810,Cushion,Home Decor,1,409.27,36.35,372.92,Card,In-Store
TXN-00174,2025-05-08,4bcb3fea-abe7-46e6-950b-d850829ae188,61,Female,Deira,ELE-381,Tablet,Electronics,1,62.89,28.16,34.73,Cash,Online
TXN-00175,2025-02-27,744b5aa6-cabe-468e-a756-3caa98edbc7b,22,Female,Jumeirah,ELE-405,Tablet,Electronics,3,50.98,42.08,110.86,Cash,Online
TXN-00176,2025-05-31,5b58be55-03d1-4340-a662-94f43e59d46e,18,Male,Jumeirah,GRO-216,Rice,Groceries,4,491.99,17.43,1950.53,Card,Online
TXN-00177,2025-05-20,140535b5-69fb-430c-b88f-c06fc07c1893,23,Female,Al Barsha,ELE-402,Charger,Electronics,1,317.05,2.11,314.94,Cash,In-Store
TXN-00178,2025-06-04,bb70c7b1-0152-4d68-814b-5edd215c7914,47,Male,Dubai Marina,BEA-822,Perfume,Beauty,2,307.15,16.55,597.75,Cash,In-Store
TXN-00179,2025-01-27,fbbbb3b5-1f0a-4de4-87ff-6bb6ba20e2d9,19,Male,Al Barsha,BEA-533,Nail Polish,Beauty,5,240.79,27.92,1176.03,Wallet,In-Store
TXN-00180,2025-04-23,c20aeed7-8f5a-460f-9069-65d2dbdc1c33,35,Female,Deira,ELE-740,Smartphone,Electronics,1,86.03,3.66,82.37,Cash,Online
TXN-00181,2025-02-22,2c636548-6c97-41a9-9b1e-90e0a63409d1,25,Male,Al Barsha,GRO-349,Rice,Groceries,2,471.91,12.87,930.95,Cash,Online
TXN-00182,2025-07-06,6e44025b-758d-4317-bb4b-b81671aa0da6,54,Female,Jumeirah,GRO-688,Eggs,Groceries,2,191.72,3.2,380.24,Card,In-Store
TXN-00183,2025-06-06,956cb459-8899-4310-9a23-456eb0bbe993,61,Female,Al Barsha,CLO-474,T-Shirt,Clothing,2,188.52,17.74,359.3,Wallet,Online
TXN-00184,2025-01-25,d6fa62f6-98fe-403b-b882-fbfccfe964cd,38,Female,Bur Dubai,CLO-562,Jacket,Clothing,1,52.1,18.28,33.82,Cash,In-Store
TXN-00185,2025-05-12,8372d67c-6d19-4f2f-8a93-514e8d2a4f61,51,Female,Jumeirah,BEA-266,Perfume,Beauty,4,359.07,32.42,1403.86,Card,In-Store
TXN-00186,2025-01-22,81d54308-3338-465d-8cae-0c2e16793a35,57,Male,Jumeirah,GRO-904,Eggs,Groceries,1,359.32,29.86,329.46,Card,In-Store
TXN-00187,2025-01-28,0830c008-99dd-421d-b2bb-ef027d6653f1,36,Male,Jumeirah,ELE-323,Charger,Electronics,1,155.72,15.27,140.45,Wallet,In-Store
TXN-00188,2025-03-13,6ec5205c-e5af-4f8a-be53-df6f10ce8a70,45,Male,Bur Dubai,CLO-346,Dress,Clothing,4,234.83,17.09,922.23,Card,Online
TXN-00189,2025-07-05,537043e1-79fd-4f0a-9894-17f711b0510e,50,Female,Jumeirah,BEA-516,Foundation,Beauty,2,109.56,44.46,174.66,Card,In-Store
TXN-00190,2025-06-25,aa9bfa43-4b20-49f1-9acd-aa700e509ef3,36,Male,Deira,BEA-462,Shampoo,Beauty,2,113.65,41.67,185.63,Wallet,Online
TXN-00191,2025-07-23,e393301e-eafd-4112-9cb5-1013113328ef,64,Female,Bur Dubai,CLO-321,Jacket,Clothing,2,424.69,28.97,820.41,Cash,Online
TXN-00192,2025-03-17,ef169c33-9040-4d30-b026-957a13b6f402,38,Female,Al Barsha,GRO-956,Rice,Groceries,5,101.67,44.21,464.14,Card,Online
TXN-00193,2025-02-20,235e56c4-4ece-4d95-b24f-54b4ea83e3f0,22,Male,Jumeirah,BEA-898,Nail Polish,Beauty,1,101.13,25.25,75.88,Card,Online
TXN-00194,2025-02-21,dcb1ecbe-e35c-4999-86f8-7648cea805da,54,Male,Deira,BEA-193,Lipstick,Beauty,1,114.35,15.97,98.38,Wallet,In-Store
TXN-00195,2025-04-12,b9de5cca-6fb1-4c80-8fdd-0ef343c9bdd7,30,Female,Dubai Marina,GRO-497,Bread,Groceries,2,146.11,25.67,266.55,Wallet,In-Store
TXN-00196,2025-07-05,1e301d6f-01f2-4fe6-b3dc-a221593411ca,21,Male,Jumeirah,HOM-114,Lamp,Home Decor,3,255.12,13.59,751.77,Card,Online
TXN-00197,2025-04-05,344e26c5-3e74-488d-99dd-89cd9b9a3231,63,Female,Bur Dubai,HOM-134,Cushion,Home Decor,5,208.76,34.87,1008.93,Wallet,In-Store
TXN-00198,2025-03-21,3b772a5d-7519-4b9b-bae6-6a47944a182d,30,Female,Bur Dubai,BEA-789,Lipstick,Beauty,3,151.71,15.4,439.73,Card,Online
TXN-00199,2025-05-10,26399049-e31a-41e0-a470-9f9bd23d3f03,35,Male,Deira,CLO-579,Jeans,Clothing,1,424.01,27.72,396.29,Cash,Online
TXN-00200,2025-05-21,216e36dc-427b-4c41-9c02-6dd0226b13a8,53,Male,Al Barsha,ELE-739,Laptop,Electronics,1,109.5,29.14,80.36,Wallet,Online
TXN-00201,2025-05-12,e105d4a5-d7f3-4220-9dfc-5ad69d29865f,47,Female,Deira,GRO-929,Bread,Groceries,1,405.42,40.63,364.79,Wallet,Online
TXN-00202,2025-03-20,0f5017f2-fa4b-4854-a050-5974d33b7b16,65,Female,Al Barsha,CLO-808,Jeans,Clothing,4,447.6,6.38,1784.02,Wallet,In-Store
TXN-00203,2025-04-06,055ded38-5fa7-434c-a1f3-608ed480e096,43,Male,Bur Dubai,CLO-593,T-Shirt,Clothing,4,454.45,4.56,1813.24,Cash,Online
TXN-00204,2025-06-02,112bd00b-309d-4475-9bbb-6df6be2409cc,44,Female,Bur Dubai,ELE-849,Smartphone,Electronics,4,49.5,24.49,173.51,Card,Online
TXN-00205,2025-06-30,1a584485-60e5-4c03-9f2e-ed2236112a4d,57,Female,Deira,CLO-146,Jacket,Clothing,3,489.63,35.06,1433.83,Card,Online
TXN-00206,2025-05-26,6e51f003-f475-45b4-aa9a-92ad9df00f67,46,Female,Dubai Marina,ELE-958,Smartphone,Electronics,1,450.52,0.86,449.66,Wallet,In-Store
TXN-00207,2025-03-29,20c7c42a-7aee-4251-87bd-13f5b48c6ed8,56,Male,Deira,CLO-974,Dress,Clothing,3,282.41,22.81,824.42,Card,Online
TXN-00208,2025-05-17,1199b355-baec-414e-97a1-2aeb4b5cec4c,23,Female,Dubai Marina,GRO-946,Fruits,Groceries,1,24.29,41.94,-17.65,Card,In-Store
TXN-00209,2025-06-26,87b97a04-8c5e-4f21-9e86-bf134d47e593,40,Female,Bur Dubai,GRO-850,Fruits,Groceries,3,458.1,45.29,1329.01,Card,In-Store
TXN-00210,2025-03-26,2d86f527-1521-496a-b3fc-aee5f04197d6,62,Female,Dubai Marina,GRO-912,Bread,Groceries,2,187.29,7.87,366.71,Card,In-Store
TXN-00211,2025-07-11,a39f969f-2449-412e-b2d8-663dafa8535c,33,Male,Bur Dubai,HOM-402,Rug,Home Decor,3,212.22,34.68,601.98,Wallet,In-Store
TXN-00212,2025-02-02,e48e0f65-0858-42a2-a001-f2575a79684a,35,Female,Jumeirah,HOM-709,Curtains,Home Decor,1,41.15,27.33,13.82,Card,In-Store
TXN-00213,2025-02-02,ab0d8f7b-b650-4273-b538-3ba7e3085194,27,Female,Deira,HOM-870,Curtains,Home Decor,5,413.93,45.7,2023.95,Wallet,Online
TXN-00214,2025-04-27,d456573a-d157-4adf-b575-b2da2abf89b1,19,Male,Deira,CLO-288,Jeans,Clothing,1,285.26,24.02,261.24,Cash,Online
TXN-00215,2025-06-28,f57a55ca-8157-4a2a-b342-3200d807dcd0,32,Female,Deira,CLO-137,Jacket,Clothing,4,470.08,19.55,1860.77,Wallet,Online
TXN-00216,2025-06-02,14e42ce7-514e-4f5d-8eb1-9a15b4bba823,64,Female,Deira,ELE-160,Charger,Electronics,4,329.84,42.97,1276.39,Wallet,In-Store
TXN-00217,2025-06-23,6d4c12ab-aae1-45c8-b9c8-78739ed3c4cb,22,Male,Bur Dubai,GRO-974,Fruits,Groceries,2,115.05,8.79,221.31,Wallet,Online
TXN-00218,2025-06-05,2ed26f98-608b-4d81-9e58-47ab6ca5bfe1,31,Female,Jumeirah,BEA-652,Shampoo,Beauty,2,80.27,32.2,128.34,Cash,Online
TXN-00219,2025-03-10,83a8da56-4ac4-47a2-90ff-1d053030e27e,57,Female,Dubai Marina,CLO-244,Jacket,Clothing,3,351.1,0.48,1052.82,Wallet,Online
TXN-00220,2025-04-14,7f4dee90-f01f-47fd-be2a-6756d8c77618,31,Male,Dubai Marina,ELE-460,Laptop,Electronics,2,91.95,26.31,157.59,Wallet,Online
TXN-00221,2025-02-20,7d46fb67-2a58-4761-8ffb-02b94a7349f9,62,Male,Deira,ELE-746,Laptop,Electronics,4,452.04,47.82,1760.34,Cash,Online
TXN-00222,2025-04-10,3f51897e-b580-466e-90f1-4aa5728981df,58,Male,Al Barsha,HOM-110,Lamp,Home Decor,4,319.23,37.55,1239.37,Wallet,Online
TXN-00223,2025-06-12,f18bc443-a4c1-4423-8e90-be16b5cbb7f6,26,Female,Deira,HOM-297,Curtains,Home Decor,1,238.53,23.04,215.49,Card,Online
TXN-00224,2025-02-21,d30f8e36-68fb-4280-8178-9039e48ea607,53,Female,Deira,CLO-491,Jacket,Clothing,4,103.5,27.77,386.23,Wallet,In-Store
TXN-00225,2025-06-01,a1a284a3-1d34-4a2e-8f69-a57139fef3be,45,Male,Bur Dubai,CLO-266,T-Shirt,Clothing,3,25.07,16.05,59.16,Wallet,Online
TXN-00226,2025-04-04,789311b6-0c24-4492-ad4e-c3327a7ca2e6,64,Female,Bur Dubai,GRO-835,Milk,Groceries,2,133.56,45.44,221.68,Card,In-Store
TXN-00227,2025-07-07,2ee8e442-5c81-4724-bf62-bd3572c7cb5f,18,Male,Al Barsha,GRO-835,Milk,Groceries,2,185.84,23.59,348.09,Cash,Online
TXN-00228,2025-04-27,92c14d89-e408-4398-be01-7e732c1123cf,44,Female,Bur Dubai,GRO-181,Milk,Groceries,1,386.34,21.74,364.6,Card,In-Store
TXN-00229,2025-07-06,cc1c8630-fca3-4dfa-bdbf-365f6ccfa72d,24,Female,Jumeirah,HOM-748,Lamp,Home Decor,1,247.16,12.16,235.0,Wallet,Online
TXN-00230,2025-06-11,629d8473-f7e0-4931-bc09-81ddd195442b,24,Male,Bur Dubai,ELE-750,Headphones,Electronics,3,487.22,3.68,1457.98,Wallet,In-Store
TXN-00231,2025-01-28,95250cc6-e98d-4964-a816-bed01dd3ea07,56,Female,Dubai Marina,HOM-282,Cushion,Home Decor,4,241.7,45.02,921.78,Cash,In-Store
TXN-00232,2025-04-29,ba81078a-cc52-498b-8b73-9b3439e2d59d,37,Male,Jumeirah,HOM-788,Rug,Home Decor,2,125.12,43.72,206.52,Wallet,Online
TXN-00233,2025-02-03,cdfa21b7-a6c2-4cc3-a9de-26686700389f,40,Female,Dubai Marina,CLO-587,Dress,Clothing,4,489.12,9.55,1946.93,Wallet,Online
TXN-00234,2025-05-23,318edf3e-8dc3-4e66-9701-a01792eac2fd,25,Female,Deira,ELE-678,Headphones,Electronics,2,302.15,40.35,563.95,Wallet,In-Store
TXN-00235,2025-01-27,7740b391-43fe-47dd-8811-ab07e93ab38b,54,Male,Bur Dubai,ELE-180,Laptop,Electronics,2,255.78,7.88,503.68,Wallet,Online
TXN-00236,2025-04-28,4ca85e3a-643a-4768-bfe2-c42b7f5ec725,19,Female,Deira,BEA-135,Foundation,Beauty,2,343.72,21.59,665.85,Wallet,In-Store
TXN-00237,2025-07-07,6babd6d1-18c0-41bd-aff3-30b00bb2a503,37,Female,Jumeirah,CLO-900,Shoes,Clothing,1,441.79,23.43,418.36,Cash,In-Store
TXN-00238,2025-05-11,05aa1db3-462e-4d02-a1bb-e5ce896c865a,39,Male,Dubai Marina,HOM-897,Curtains,Home Decor,1,380.3,16.25,364.05,Wallet,In-Store
TXN-00239,2025-07-10,e2844ae2-2fde-4aa1-9f09-3f18a81e40de,23,Female,Bur Dubai,HOM-381,Wall Art,Home Decor,5,89.63,31.65,416.5,Card,In-Store
TXN-00240,2025-05-24,4c30a60b-eb9f-4c65-b46b-2c8c7951e692,37,Male,Deira,CLO-234,Dress,Clothing,1,64.3,11.28,53.02,Cash,Online
TXN-00241,2025-01-26,2dfbe9b3-3dac-4f4a-9b99-238db4cde160,35,Female,Deira,HOM-699,Lamp,Home Decor,3,183.89,6.69,544.98,Cash,In-Store
TXN-00242,2025-03-17,744875ac-2487-4491-b8a3-f32e8d0f17c1,38,Female,Jumeirah,CLO-744,Dress,Clothing,2,183.09,4.19,361.99,Card,Online
TXN-00243,2025-02-01,1cbbf5f2-1408-4d9a-9c72-17195d37b87a,59,Male,Jumeirah,CLO-369,Jeans,Clothing,3,253.98,16.89,745.05,Wallet,Online
TXN-00244,2025-04-17,e19e2489-94db-4838-8b36-7c923b031218,60,Male,Jumeirah,CLO-301,Shoes,Clothing,1,295.46,36.17,259.29,Cash,Online
TXN-00245,2025-02-04,09633900-f8e1-4486-8901-4eb1acf626c3,61,Male,Deira,ELE-536,Tablet,Electronics,2,244.77,8.64,480.9,Card,Online
TXN-00246,2025-03-03,cfe8a5c1-498b-4bbb-8c6a-437e5957035d,46,Female,Deira,ELE-772,Headphones,Electronics,2,386.41,44.51,728.31,Wallet,In-Store
TXN-00247,2025-05-05,2f3f019e-ae94-44b8-ac81-4670b7dcc688,49,Female,Deira,BEA-897,Nail Polish,Beauty,3,179.21,14.6,523.03,Card,In-Store
TXN-00248,2025-06-21,fc4aa53b-b377-4c76-b936-cd9206ab3116,33,Male,Bur Dubai,GRO-887,Rice,Groceries,1,237.76,12.04,225.72,Card,Online
TXN-00249,2025-07-12,bf7b7224-f151-466d-9a37-669318680799,52,Female,Bur Dubai,CLO-867,T-Shirt,Clothing,5,316.11,6.18,1574.37,Cash,In-Store
TXN-00250,2025-04-04,54d27366-1ed9-4fb7-a736-52968f1c276f,29,Male,Dubai Marina,BEA-634,Shampoo,Beauty,4,366.01,12.43,1451.61,Card,Online
TXN-00251,2025-04-28,16045244-a1eb-4f95-991e-dd7ef25de973,43,Female,Deira,ELE-889,Charger,Electronics,3,463.63,26.71,1364.18,Wallet,Online
TXN-00252,2025-02-24,af526604-1199-4640-be4b-882b16667052,55,Male,Jumeirah,ELE-489,Laptop,Electronics,1,121.45,33.7,87.75,Cash,In-Store
TXN-00253,2025-02-21,8287a66c-d8f2-4927-aa7d-ae57df0e90e5,61,Male,Bur Dubai,BEA-744,Nail Polish,Beauty,1,68.38,30.32,38.06,Card,Online
TXN-00254,2025-03-02,fcffa57f-c3f4-4a37-abbe-8c52d72b4bb4,22,Female,Jumeirah,HOM-228,Curtains,Home Decor,4,438.28,36.47,1716.65,Wallet,In-Store
TXN-00255,2025-02-18,1a4ed89d-b822-41cd-b3f9-6b8f0dd5463c,35,Male,Deira,GRO-518,Fruits,Groceries,1,327.99,38.69,289.3,Card,In-Store
TXN-00256,2025-07-17,17cd07d3-8408-4a24-bad8-84449ee7a55e,28,Male,Jumeirah,ELE-659,Headphones,Electronics,3,244.45,15.69,717.66,Card,In-Store
TXN-00257,2025-01-24,d0804290-2302-4198-8c57-92c5c5affe5a,63,Female,Al Barsha,BEA-866,Nail Polish,Beauty,4,434.12,11.2,1725.28,Cash,In-Store
TXN-00258,2025-04-03,99009036-9d38-4db1-98ac-2d6409002820,30,Female,Al Barsha,BEA-334,Foundation,Beauty,4,438.33,15.69,1737.63,Card,Online
TXN-00259,2025-02-22,1a097c32-6a8c-4bd2-a871-a07247ceb902,34,Female,Jumeirah,GRO-974,Bread,Groceries,2,488.14,35.57,940.71,Wallet,Online
TXN-00260,2025-04-29,6d418fa3-b0f3-4e38-95be-96fc582cc78d,52,Female,Bur Dubai,CLO-313,Jacket,Clothing,3,497.09,17.2,1474.07,Wallet,Online
TXN-00261,2025-04-24,882d0451-4c17-4da5-ad43-4857542f0849,32,Male,Jumeirah,HOM-959,Cushion,Home Decor,5,269.81,31.48,1317.57,Card,In-Store
TXN-00262,2025-01-31,38931d65-bf0d-4e0b-bf70-c70c228c7b1c,49,Male,Deira,ELE-504,Charger,Electronics,2,330.56,38.14,622.98,Card,In-Store
TXN-00263,2025-07-17,4065513d-6734-40f9-83f0-8f38d7e2b438,59,Male,Dubai Marina,ELE-103,Tablet,Electronics,4,25.8,7.77,95.43,Wallet,Online
TXN-00264,2025-02-06,4605a28c-dac5-4227-b46f-ac155363e2be,43,Male,Deira,ELE-729,Headphones,Electronics,4,339.3,11.11,1346.09,Cash,In-Store
TXN-00265,2025-06-04,d9698fa0-6ca2-442c-a101-413e95239428,43,Female,Bur Dubai,BEA-101,Nail Polish,Beauty,2,412.28,45.06,779.5,Wallet,In-Store
TXN-00266,2025-04-17,5d32f8af-50c5-4d45-874c-2a54d9d4cfc8,37,Female,Bur Dubai,HOM-216,Cushion,Home Decor,4,360.61,20.2,1422.24,Cash,In-Store
TXN-00267,2025-05-04,7e143a1e-fa53-4289-b72a-d82fa1359170,42,Female,Bur Dubai,CLO-346,T-Shirt,Clothing,4,220.76,24.52,858.52,Card,Online
TXN-00268,2025-05-20,bf9992a0-90ce-4500-81b7-7c0eccb07b76,43,Male,Deira,ELE-359,Charger,Electronics,1,421.6,49.63,371.97,Card,Online
TXN-00269,2025-03-13,10d6c93f-0865-41a3-92e4-68d1a5246521,53,Female,Al Barsha,HOM-484,Cushion,Home Decor,3,65.1,12.99,182.31,Wallet,Online
TXN-00270,2025-01-27,96cd4ddf-1f1a-4310-b17c-418f3bb4f7d4,60,Male,Bur Dubai,HOM-253,Wall Art,Home Decor,5,290.46,7.49,1444.81,Wallet,Online
TXN-00271,2025-04-08,b0fe1013-7b63-4bbf-8242-2220bdc21226,60,Female,Jumeirah,BEA-587,Perfume,Beauty,4,24.73,35.99,62.93,Wallet,Online
TXN-00272,2025-05-25,15a20100-d183-40bc-a548-0c6abf6d2db1,44,Female,Jumeirah,CLO-500,Shoes,Clothing,4,309.31,28.24,1209.0,Cash,Online
TXN-00273,2025-07-08,76adf0f6-0639-4ec6-bb1e-98af7ffad998,53,Female,Jumeirah,CLO-899,Shoes,Clothing,1,346.46,35.21,311.25,Card,In-Store
TXN-00274,2025-06-08,89b8e4bd-19c8-4651-b849-5f4fdbdc6822,33,Male,Deira,ELE-690,Smartphone,Electronics,1,185.46,21.5,163.96,Cash,Online
TXN-00275,2025-06-30,4e32d60c-71e2-4bf7-87bd-6af61ce3de17,36,Female,Jumeirah,HOM-521,Rug,Home Decor,5,321.93,0.21,1609.44,Wallet,In-Store
TXN-00276,2025-06-22,a844d9f9-63b7-43ee-96f3-4206b80adace,50,Female,Jumeirah,HOM-457,Curtains,Home Decor,5,141.44,2.4,704.8,Wallet,In-Store
TXN-00277,2025-04-05,0435c415-da83-41a7-b10a-462a5f94524f,61,Female,Deira,ELE-470,Smartphone,Electronics,4,51.25,6.04,198.96,Wallet,Online
TXN-00278,2025-02-03,c85ff6b0-ca74-4ff5-a077-f3ff32698608,62,Female,Deira,CLO-354,T-Shirt,Clothing,2,293.94,43.75,544.13,Card,In-Store
TXN-00279,2025-03-10,f66e6c59-6684-4389-bbd0-b324417bbc2d,62,Male,Dubai Marina,CLO-292,Jacket,Clothing,5,83.07,20.16,395.19,Wallet,Online
TXN-00280,2025-02-04,b8fc7090-b9df-47fc-a344-c8b606f4aeb1,46,Female,Dubai Marina,HOM-269,Cushion,Home Decor,2,81.99,48.68,115.3,Cash,Online
TXN-00281,2025-06-24,e0c06501-1289-4456-9d88-e66703312b66,55,Male,Bur Dubai,CLO-655,Jacket,Clothing,3,363.08,30.23,1059.01,Cash,Online
TXN-00282,2025-03-01,fae41b77-fc49-4d2c-ad2d-7468332abefe,45,Male,Al Barsha,HOM-351,Wall Art,Home Decor,3,214.29,37.75,605.12,Card,In-Store
TXN-00283,2025-06-12,27e38a8e-a272-4c7a-b616-d5bf7948d8df,44,Female,Al Barsha,ELE-954,Tablet,Electronics,3,303.36,19.34,890.74,Card,In-Store
TXN-00284,2025-05-27,c06d6059-fa35-4b02-a67f-44c969cc017b,65,Male,Jumeirah,ELE-788,Tablet,Electronics,2,221.09,9.73,432.45,Card,In-Store
TXN-00285,2025-06-29,ee780672-ccb9-47ed-8175-28b80cc80cc7,25,Male,Deira,CLO-168,Jeans,Clothing,5,78.61,0.3,392.75,Card,Online
TXN-00286,2025-06-22,c19c69a2-49f4-4f24-b09c-da9d2fb0b1e4,59,Male,Jumeirah,BEA-648,Perfume,Beauty,3,341.67,20.44,1004.57,Wallet,In-Store
TXN-00287,2025-02-20,eaa1871a-d859-4231-9efa-e882fb34cb62,19,Female,Dubai Marina,ELE-808,Laptop,Electronics,3,113.15,48.08,291.37,Card,In-Store
TXN-00288,2025-04-10,77381a1b-0a11-4083-b571-b9fcde9f2350,37,Female,Al Barsha,HOM-392,Curtains,Home Decor,2,463.88,36.39,891.37,Card,Online
TXN-00289,2025-03-18,eb9cab59-9b5a-44a9-9fc7-e48caa362b70,23,Male,Bur Dubai,GRO-260,Rice,Groceries,3,144.64,46.39,387.53,Wallet,In-Store
TXN-00290,2025-06-26,ee9931f2-5b1f-4f04-9e52-5a2eaf42592e,31,Female,Bur Dubai,HOM-466,Curtains,Home Decor,5,395.44,9.0,1968.2,Card,Online
TXN-00291,2025-04-12,4cffcc3a-fedd-42bb-8f95-ef68c916433e,59,Female,Dubai Marina,HOM-558,Curtains,Home Decor,3,225.66,30.39,646.59,Wallet,Online
TXN-00292,2025-05-20,e1212366-69a7-4d8e-8f91-8ed456d60b37,48,Female,Jumeirah,ELE-876,Headphones,Electronics,2,147.63,43.6,251.66,Wallet,Online
TXN-00293,2025-04-11,36faccfd-f6cd-4c37-9f85-393b45e2c3e7,44,Male,Jumeirah,CLO-644,Jeans,Clothing,1,364.01,13.55,350.46,Card,Online
TXN-00294,2025-03-23,6340bec1-e517-49eb-99c5-6477ce28cb29,51,Female,Deira,GRO-691,Rice,Groceries,4,97.3,16.09,373.11,Card,In-Store
TXN-00295,2025-04-24,18242b58-0b9b-40c1-b911-bb889110bad5,28,Female,Dubai Marina,HOM-710,Curtains,Home Decor,1,362.42,6.99,355.43,Cash,Online
TXN-00296,2025-06-30,1be12dae-da7d-4bf9-8eff-8d11cf6cb9f5,27,Male,Bur Dubai,CLO-546,Shoes,Clothing,5,66.1,35.0,295.5,Cash,Online
TXN-00297,2025-06-12,ccef2aef-9384-4485-ba21-67603b2fe66d,59,Female,Deira,ELE-130,Charger,Electronics,5,48.82,26.35,217.75,Card,In-Store
TXN-00298,2025-04-17,86c81ea3-d722-4b52-a066-0565f603cf88,50,Male,Jumeirah,HOM-383,Curtains,Home Decor,3,303.02,15.91,893.15,Card,In-Store
TXN-00299,2025-04-09,874adddd-997d-4068-af41-ff7ae2638fe6,33,Female,Dubai Marina,HOM-978,Cushion,Home Decor,5,196.9,29.39,955.11,Wallet,Online
TXN-00300,2025-06-14,a9874017-8b9b-4e41-b1e6-1f3ec430d5f5,63,Male,Dubai Marina,CLO-479,T-Shirt,Clothing,5,386.59,45.96,1886.99,Card,In-Store
TXN-00301,2025-03-12,7f75d778-046a-4f87-a13c-537fac0b5dc5,46,Female,Al Barsha,GRO-866,Eggs,Groceries,2,305.34,7.2,603.48,Wallet,In-Store
TXN-00302,2025-07-08,31e61fec-c414-4f97-8872-19c82c18ae6f,19,Male,Dubai Marina,CLO-178,Shoes,Clothing,2,403.26,4.49,802.03,Wallet,In-Store
